index	title	freq	cl_agl-20	cl_agl-50	cn_agl-20	cn_agl-50
300	caffeine. a	414	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
301	#9 - fen	413	11	42	fen | #9 fen | 9. fen [79,977]	#9 - g&d | #9 - f&n | #9 - fen [2,126]
302	i.d.	409	15	46	cv | id | cardiac [283,370]	id | i-d | i.d. [75,390]
303	in brief	405	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
304	#9 parenting s/o	405	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
305	9. soc	404	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
306	skin/mobility	402	3	35	social | skin | s [230,049]	skin | integ | derm [87,809]
307	[** 99**]	400	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
308	9.) resp	398	9	28	parenting | 9 | [** **] [74,008]	9 | 9.) fen | 9.) resp [7,896]
309	#9 dev o	397	7	17	dev | g&d | g/d [68,560]	dev | g&d | g/d [62,245]
310	rehab	396	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
311	9. [**known lastname **]	394	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
312	int	394	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
313	9999	389	8	6	o | events | d [133,786]	o | events | d [123,792]
314	#9 resp s/o	389	2	26	#9 o | #9 | 9. o [108,709]	9. resp | #9 resp | resp o/a [28,795]
315	f and e	385	5	25	gi | gu | endo [383,721]	gu | renal | g.u. [122,152]
316	[**hospital unit name **] nsg note	384	8	7	o | events | d [133,786]	data | response | action [9,994]
317	respi	384	14	27	resp | respiratory care | pulm [220,891]	resp | pulm | respiratory [196,536]
318	9 day average intake	383	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
319	#99	381	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
320	pmd	378	4	4	wt | hc | birth wt [30,514]	hc | ob | pedi [10,504]
321	heme/lytes/micro	373	15	46	cv | id | cardiac [283,370]	id | i-d | i.d. [75,390]
322	stable in ra. p	371	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
323	#9bili	367	10	38	bili | #9 bili | 9. bili [13,490]	bili | #9 bili | 9. bili [11,235]
324	cxr	367	1	19	pe | abd | heent [111,880]	abd | ext | respr [25,458]
325	o-ms	364	19	39	neuro | n | nuero [169,844]	neuro | n | nuero [169,844]
326	on exam	363	1	8	pe | abd | heent [111,880]	heent | general | gen [23,494]
327	#9 - dev	363	11	42	fen | #9 fen | 9. fen [79,977]	#9 - g&d | #9 - f&n | #9 - fen [2,126]
328	this shift. a	359	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
329	condition update a	357	8	6	o | events | d [133,786]	o | events | d [123,792]
330	caffeine. p	357	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
331	this shift. p	353	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
332	cv/pulm	348	14	27	resp | respiratory care | pulm [220,891]	resp | pulm | respiratory [196,536]
333	#9fen. o	348	11	23	fen | #9 fen | 9. fen [79,977]	fen | #9 fen | 9. fen [77,851]
334	#9 - [** **]	346	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
335	[**month/day (9) **]	345	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
336	abg	343	1	19	pe | abd | heent [111,880]	abd | ext | respr [25,458]
337	neuro/social	342	3	5	social | skin | s [230,049]	social | soc | ms [101,834]
338	9. parenting o	342	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
339	cardiovascular	341	15	32	cv | id | cardiac [283,370]	cv | cardiac | cvs [184,497]
340	cv o/a	338	2	45	#9 o | #9 | 9. o [108,709]	9. cv | #9 cv | cv o/a [3,971]
341	[**name (ni) **]	336	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
342	#9resp. o	336	2	26	#9 o | #9 | 9. o [108,709]	9. resp | #9 resp | resp o/a [28,795]
343	resp note	335	14	41	resp | respiratory care | pulm [220,891]	respiratory care | resp care | respiratory care note [24,355]
344	today. p	334	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
345	#9. parenting o	333	9	29	parenting | 9 | [** **] [74,008]	#9. [** **] o | #9. parenting o | #9. parents o [1,451]
346	today. a	333	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
347	code status	332	3	5	social | skin | s [230,049]	social | soc | ms [101,834]
348	[**month/year (9) **]	331	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
349	hx	330	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
350	resp. care note	328	14	41	resp | respiratory care | pulm [220,891]	respiratory care | resp care | respiratory care note [24,355]
351	cv/skin	326	8	7	o | events | d [133,786]	data | response | action [9,994]
352	sepsis o/a	322	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
353	ordered. a	322	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
354	dvlp	322	4	37	wt | hc | birth wt [30,514]	env't | extrem | dvlp [3,837]
355	fen.o	321	11	23	fen | #9 fen | 9. fen [79,977]	fen | #9 fen | 9. fen [77,851]
356	end	321	5	12	gi | gu | endo [383,721]	endo | heme | labs [88,310]
357	update	320	8	6	o | events | d [133,786]	o | events | d [123,792]
358	pulmonary	318	14	27	resp | respiratory care | pulm [220,891]	resp | pulm | respiratory [196,536]
359	a/b	316	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
360	etiologies	312	4	4	wt | hc | birth wt [30,514]	hc | ob | pedi [10,504]
361	micu/sicu nsg note	312	8	7	o | events | d [133,786]	data | response | action [9,994]
362	#9 [** 99**]	310	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
363	9. res	309	2	26	#9 o | #9 | 9. o [108,709]	9. resp | #9 resp | resp o/a [28,795]
364	#9 nutrition-- o	306	2	20	#9 o | #9 | 9. o [108,709]	#9 o | #9 | 9. o [75,943]
365	[** **] o/a	305	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
366	mentation	304	19	39	neuro | n | nuero [169,844]	neuro | n | nuero [169,844]
367	9. id	303	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
368	a's and b's	302	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
369	involved family. p	301	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
370	development	301	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
371	ortho	297	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
372	#9 family	297	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
373	ms/derm	296	3	35	social | skin | s [230,049]	skin | integ | derm [87,809]
374	hemodynamically	296	15	32	cv | id | cardiac [283,370]	cv | cardiac | cvs [184,497]
375	appropriate questions. p	296	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
376	pediatrician	295	4	4	wt | hc | birth wt [30,514]	hc | ob | pedi [10,504]
377	#9 parenting-- o	295	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
378	#9 development-- o	294	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
379	[**year (9 digits) **]	294	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
380	haem	293	5	12	gi | gu | endo [383,721]	endo | heme | labs [88,310]
381	g/d.o	291	7	17	dev | g&d | g/d [68,560]	dev | g&d | g/d [62,245]
382	#9sepsis	291	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
383	ln @ birth	289	4	4	wt | hc | birth wt [30,514]	hc | ob | pedi [10,504]
384	o/a	288	8	6	o | events | d [133,786]	o | events | d [123,792]
385	nsg note	287	8	7	o | events | d [133,786]	data | response | action [9,994]
386	rhcm	285	4	37	wt | hc | birth wt [30,514]	env't | extrem | dvlp [3,837]
387	i/d	285	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
388	hc @ birth	285	4	4	wt | hc | birth wt [30,514]	hc | ob | pedi [10,504]
389	nutritional plan. p	284	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
390	pacifier. p	284	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
391	social work	284	3	5	social | skin | s [230,049]	social | soc | ms [101,834]
392	far. a	280	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
393	allergy	278	6	40	assessment | pmh | allergies [19,974]	allergies | meds | allergy [4,176]
394	9.) g/d	278	9	28	parenting | 9 | [** **] [74,008]	9 | 9.) fen | 9.) resp [7,896]
395	#9 g&d o	278	7	17	dev | g&d | g/d [68,560]	dev | g&d | g/d [62,245]
396	mental status	277	19	39	neuro | n | nuero [169,844]	neuro | n | nuero [169,844]
397	appropriate for age. p	277	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
398	#9 [**month/day (9) **]	273	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
399	#9 [**known lastname **]	269	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
400	#9 sepsis o	268	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
401	[**doctor last name **]	268	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
402	neck	267	4	37	wt | hc | birth wt [30,514]	env't | extrem | dvlp [3,837]
403	cbc	267	1	19	pe | abd | heent [111,880]	abd | ext | respr [25,458]
404	eyes	266	4	37	wt | hc | birth wt [30,514]	env't | extrem | dvlp [3,837]
405	activity/comfort	265	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
406	9.g&d	264	7	17	dev | g&d | g/d [68,560]	dev | g&d | g/d [62,245]
407	mobility	263	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
408	#9. parents o	262	9	29	parenting | 9 | [** **] [74,008]	#9. [** **] o | #9. parenting o | #9. parents o [1,451]
409	fluids	259	11	23	fen | #9 fen | 9. fen [79,977]	fen | #9 fen | 9. fen [77,851]
410	#9cv	258	2	45	#9 o | #9 | 9. o [108,709]	9. cv | #9 cv | cv o/a [3,971]
411	electrolytes	258	5	12	gi | gu | endo [383,721]	endo | heme | labs [88,310]
412	#9parenting. o	258	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
413	hyperbilirubinemia. p	256	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
414	delivering ob	255	4	4	wt | hc | birth wt [30,514]	hc | ob | pedi [10,504]
415	infant with potential sepsis	254	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
416	#9 bili o	254	10	38	bili | #9 bili | 9. bili [13,490]	bili | #9 bili | 9. bili [11,235]
417	spells. a	253	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
418	9. social	253	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
419	9. i/d	252	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
420	#9. [** 9**] o	251	9	29	parenting | 9 | [** **] [74,008]	#9. [** **] o | #9. parenting o | #9. parents o [1,451]
421	*allergies	251	6	40	assessment | pmh | allergies [19,974]	allergies | meds | allergy [4,176]
422	injuries	250	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
423	far. p	248	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
424	ccu nursing progress note 9999-9999	248	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
425	[** 999**]	248	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
426	cv/heme	247	15	32	cv | id | cardiac [283,370]	cv | cardiac | cvs [184,497]
427	stooling. a	246	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
428	weight	246	1	19	pe | abd | heent [111,880]	abd | ext | respr [25,458]
429	hands to face. a	244	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
430	nursing admission note	243	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
431	ln at birth	242	4	4	wt | hc | birth wt [30,514]	hc | ob | pedi [10,504]
432	hc at birth	242	4	4	wt | hc | birth wt [30,514]	hc | ob | pedi [10,504]
433	alt in dev	241	7	17	dev | g&d | g/d [68,560]	dev | g&d | g/d [62,245]
434	#9social	241	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
435	#9family	240	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
436	data/action	239	8	7	o | events | d [133,786]	data | response | action [9,994]
437	cardaic	239	15	32	cv | id | cardiac [283,370]	cv | cardiac | cvs [184,497]
438	cv/resp	237	8	6	o | events | d [133,786]	o | events | d [123,792]
439	skin/access	237	3	35	social | skin | s [230,049]	skin | integ | derm [87,809]
440	9.) dev	236	9	28	parenting | 9 | [** **] [74,008]	9 | 9.) fen | 9.) resp [7,896]
441	parents o/a	234	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
442	9. skin	232	10	3	bili | #9 bili | 9. bili [13,490]	hyperbilirubinemia. p | 9. skin | #9 skin [2,255]
443	9.) parenting	232	9	28	parenting | 9 | [** **] [74,008]	9 | 9.) fen | 9.) resp [7,896]
444	[**name9 (ni) **]	232	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
445	9. c/v	230	2	45	#9 o | #9 | 9. o [108,709]	9. cv | #9 cv | cv o/a [3,971]
446	all	230	6	40	assessment | pmh | allergies [19,974]	allergies | meds | allergy [4,176]
447	#9 - parents	230	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
448	parenting o/a	230	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
449	#9- o	229	2	20	#9 o | #9 | 9. o [108,709]	#9 o | #9 | 9. o [75,943]
450	family p	229	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
451	#9. dev	229	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
452	spells. p	227	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
453	socail	226	3	5	social | skin | s [230,049]	social | soc | ms [101,834]
454	gi/fen	226	5	34	gi | gu | endo [383,721]	gi | gi/gu | gu/gi [173,259]
455	co-worker note	223	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
456	far this shift. a	221	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
457	ped	221	4	24	wt | hc | birth wt [30,514]	npn (noc) | correction | 9 day average intake [8,184]
458	alt in g&d	220	7	17	dev | g&d | g/d [68,560]	dev | g&d | g/d [62,245]
459	#9. g&d	220	7	17	dev | g&d | g/d [68,560]	dev | g&d | g/d [62,245]
460	cv/gu	219	15	32	cv | id | cardiac [283,370]	cv | cardiac | cvs [184,497]
461	coags	217	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
462	pre/perinatal hx	217	1	44	pe | abd | heent [111,880]	pns | pre/perinatal hx | pregnancy [1,644]
463	alt in cv	217	2	45	#9 o | #9 | 9. o [108,709]	9. cv | #9 cv | cv o/a [3,971]
464	fellow note	215	1	8	pe | abd | heent [111,880]	heent | general | gen [23,494]
465	parents. p	215	0	10	a/b's | npn addendum | caffeine. a [28,763]	parents. p | sepsis. p | updated mom. a/p [13,551]
466	9.parenting	214	9	16	parenting | 9 | [** **] [74,008]	parenting | parents | par [41,833]
467	noted. a	214	17	47	feeds. p | tolerating feeds. p | stable. p [16,349]	ordered. a | family p | noted. a [2,836]
468	flat. a	211	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
469	face. a	209	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
470	#9. sepsis o	208	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
471	sedation	208	19	39	neuro | n | nuero [169,844]	neuro | n | nuero [169,844]
472	alt in resp status	207	2	26	#9 o | #9 | 9. o [108,709]	9. resp | #9 resp | resp o/a [28,795]
473	questions. p	207	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
474	feeds p	206	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
475	#9g/d. o	206	7	15	dev | g&d | g/d [68,560]	aga. p | comfort self. afsf. aga. p | development [6,315]
476	[** **]. p	205	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
477	#9 - bili	203	11	42	fen | #9 fen | 9. fen [79,977]	#9 - g&d | #9 - f&n | #9 - fen [2,126]
478	far this shift. p	203	0	36	a/b's | npn addendum | caffeine. a [28,763]	a/b's | npn addendum | a/b [6,373]
479	condition update b	201	8	6	o | events | d [133,786]	o | events | d [123,792]
480	afsf. aga. p	201	0	48	a/b's | npn addendum | caffeine. a [28,763]	pacifier. p | afsf. aga. p | sheepskin. a [4,416]
481	current nutritional plan. p	200	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
482	integument	198	3	35	social | skin | s [230,049]	skin | integ | derm [87,809]
483	sicu npn	197	8	6	o | events | d [133,786]	o | events | d [123,792]
484	neuro/comfort	197	19	39	neuro | n | nuero [169,844]	neuro | n | nuero [169,844]
485	fluids/lytes	196	5	25	gi | gu | endo [383,721]	gu | renal | g.u. [122,152]
486	brief ros	196	19	39	neuro | n | nuero [169,844]	neuro | n | nuero [169,844]
487	genitalia	195	4	37	wt | hc | birth wt [30,514]	env't | extrem | dvlp [3,837]
488	flowsheet. a	194	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
489	re	194	9	1	parenting | 9 | [** **] [74,008]	[** **] | #9 parenting o | parenting o [22,828]
490	#9 hyperbili	193	10	38	bili | #9 bili | 9. bili [13,490]	bili | #9 bili | 9. bili [11,235]
491	plan. p	193	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
492	admission note	193	6	11	assessment | pmh | allergies [19,974]	assessment | pmh | ccu nsg note [15,798]
493	resp.	193	14	27	resp | respiratory care | pulm [220,891]	resp | pulm | respiratory [196,536]
494	pul	191	14	27	resp | respiratory care | pulm [220,891]	resp | pulm | respiratory [196,536]
495	integu	190	3	35	social | skin | s [230,049]	skin | integ | derm [87,809]
496	dispo/plan	190	13	13	plan | p | a [328,746]	plan | p | a [328,746]
497	#9 - sepsis	190	18	18	sepsis | 9. sepsis | #9 dev s/o [10,431]	sepsis | 9. sepsis | #9 dev s/o [10,431]
498	tolerating feeds p	189	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
499	9. cv/resp o	189	2	20	#9 o | #9 | 9. o [108,709]	#9 o | #9 | 9. o [75,943]
500	pain control	189	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
501	iv's	188	15	21	cv | id | cardiac [283,370]	access | lines | iv [23,483]
502	ra. p	188	0	22	a/b's | npn addendum | caffeine. a [28,763]	caffeine. a | stable in ra. p | caffeine. p [4,423]
503	psychosocial/plan	188	13	13	plan | p | a [328,746]	plan | p | a [328,746]
504	ivl	187	15	21	cv | id | cardiac [283,370]	access | lines | iv [23,483]
505	9999-9999	186	8	6	o | events | d [133,786]	o | events | d [123,792]
506	adendum	185	8	6	o | events | d [133,786]	o | events | d [123,792]
507	** allergy	185	6	40	assessment | pmh | allergies [19,974]	allergies | meds | allergy [4,176]
508	9p-9a	185	3	2	social | skin | s [230,049]	s | pain | activity [40,406]
509	stool. a	184	17	0	feeds. p | tolerating feeds. p | stable. p [16,349]	feeds. p | tolerating feeds. p | stable. p [13,513]
